PG.ProteinGroups,PG.Genes,[1] Control_1.raw.PG.Quantity,[2] Control_2.raw.PG.Quantity,[3] Control_3.raw.PG.Quantity,[4] Control_4.raw.PG.Quantity,[5] Control_5.raw.PG.Quantity,[6] Control_6.raw.PG.Quantity,[7] UNC13A_CE_1.raw.PG.Quantity,[8] UNC13A_CE_2.raw.PG.Quantity,[9] UNC13A_CE_3.raw.PG.Quantity,[10] UNC13A_CE_4.raw.PG.Quantity,[11] UNC13A_CE_5.raw.PG.Quantity,[12] UNC13A_CE_6.raw.PG.Quantity,[13] UNC13A_WT_1.raw.PG.Quantity,[14] UNC13A_WT_2.raw.PG.Quantity,[15] UNC13A_WT_3.raw.PG.Quantity,[16] UNC13A_WT_4.raw.PG.Quantity,[17] UNC13A_WT_5.raw.PG.Quantity,[18] UNC13A_WT_6.raw.PG.Quantity
A0A1B0GUS4;P68036,UBE2L5;UBE2L3,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,NaN,NaN,Filtered,Filtered,NaN,0.5816116333007812,NaN,NaN,NaN,NaN,NaN
Q96CB9,NSUN4,1876.8531494140625,1040.598876953125,889.0470581054688,1432.18310546875,2777.785888671875,2109.99853515625,10544.9521484375,11965.671875,11664.146484375,10598.77734375,8911.37890625,9433.1259765625,9718.3564453125,11212.3515625,11418.6259765625,10157.2275390625,12541.31640625,10969.669921875
Q96CM3,RPUSD4,430.35302734375,1434.9989013671875,330.17645263671875,NaN,9405.9853515625,851.4970703125,10522.5283203125,10660.6005859375,12873.8603515625,8850.2109375,10712.9951171875,9592.0224609375,8831.3994140625,9690.76953125,9588.134765625,10133.724609375,10001.2001953125,11218.6455078125
Q96CS3,FAF2,698.7239379882812,474.5929870605469,681.9237670898438,692.5604858398438,2873.4873046875,940.2921142578125,3416.28125,4181.3369140625,5178.05615234375,3646.879150390625,3180.616455078125,4180.50390625,2829.942138671875,3486.078125,2900.2353515625,3483.803466796875,4285.0234375,4446.20947265625
Q96CT7,CCDC124,1638.9290771484375,1490.461669921875,2264.051025390625,1914.3665771484375,3996.735107421875,3637.900634765625,29267.15234375,27990.732421875,38670.48046875,28736.287109375,27290.22265625,26325.90625,29308.25390625,33490.5703125,29309.724609375,32756.748046875,30246.0234375,37923.3203125
Q96CU9,FOXRED1,1292.6224365234375,731.2044067382812,1573.6290283203125,Filtered,3481.02978515625,2011.061279296875,4741.2138671875,5905.0654296875,8221.5322265625,4976.45361328125,5220.01416015625,4403.96337890625,3782.94287109375,6096.85107421875,6483.25146484375,4912.2978515625,6127.3662109375,4569.55126953125
Q96CW1,AP2M1,1066.47802734375,883.8548583984375,951.277587890625,689.7734375,1978.133056640625,1433.712158203125,17969.845703125,17598.0546875,23329.423828125,18294.97265625,17624.888671875,15623.24609375,14297.904296875,18671.673828125,20449.533203125,18655.73828125,18890.748046875,20864.4765625
Q96CW5,TUBGCP3,Filtered,NaN,Filtered,Filtered,328.4013366699219,305.1758117675781,4863.56787109375,4574.47509765625,6164.82568359375,4392.70068359375,3735.681640625,3497.972900390625,3412.0380859375,4037.615478515625,4803.15478515625,3785.945556640625,4253.44677734375,5143.0263671875
Q96CX2,KCTD12,398.4510192871094,601.0628051757812,1012.0088500976562,NaN,2048.37158203125,540.0270385742188,85064.8515625,80855.5703125,103089.96875,81480.2109375,74158.09375,70406.9140625,67937.9296875,75511.625,80049.8671875,77624.0703125,79796.65625,81806.7109375
Q96DA6,DNAJC19,242.267333984375,326.53973388671875,243.97857666015625,531.464599609375,1218.8792724609375,870.78759765625,8929.580078125,5900.228515625,9045.08984375,6540.22900390625,6203.1708984375,6079.1005859375,6255.40234375,7247.42431640625,7105.75390625,7662.1923828125,7233.373046875,6707.6728515625
Q96DH6,MSI2,1771.6976318359375,1097.6025390625,1085.4771728515625,928.0211181640625,2089.74462890625,1722.1663818359375,40715.359375,42965.44921875,47956.95703125,41501.9921875,39220.36328125,36690.05078125,31441.064453125,39848.90234375,41512.4765625,38897.73046875,38693.31640625,41755.265625
Q96DI7,SNRNP40,1992.31640625,1535.0491943359375,2208.50390625,1603.10546875,3120.2900390625,3067.79443359375,56135.3046875,54352.265625,65401.3671875,54483.30078125,55806.6796875,48706.5390625,46789.8125,53249.3125,49997.78515625,54408.828125,52803.55859375,59033.83203125
Q96DP5,MTFMT,Filtered,Filtered,221.70101928710938,Filtered,861.54296875,Filtered,8449.9521484375,7153.98388671875,10065.755859375,7237.50048828125,8174.58056640625,6007.32568359375,6486.0693359375,6625.08642578125,6698.8642578125,8081.78515625,6883.61181640625,6164.08935546875
Q96DV4,MRPL38,386.53814697265625,770.2803955078125,2022.3074951171875,655.8659057617188,2698.06201171875,1059.7227783203125,12139.2919921875,11781.154296875,15374.4287109375,10908.72265625,11723.92578125,8852.501953125,9423.4794921875,9712.0166015625,11820.8583984375,10568.7626953125,10993.1767578125,11397.02734375
Q96E11,MRRF,323.23638916015625,357.2585754394531,1053.95849609375,547.5720825195312,4991.626953125,1613.35205078125,38385.4609375,37604.18359375,53034.64453125,35375.4921875,35778.2578125,30579.759765625,30088.595703125,36464.66015625,39304.38671875,36036.5703125,38356.328125,40941.01171875
Q96E14,RMI2,NaN,634.6207885742188,770.8743896484375,376.96539306640625,357.1719665527344,Filtered,2472.82373046875,3002.20556640625,4443.93212890625,2564.918701171875,2896.323486328125,2567.4736328125,1259.87109375,1858.886474609375,1486.4124755859375,2802.962646484375,2047.99462890625,1657.8199462890625
Q96E29,MTERF3,35330.55859375,Filtered,Filtered,43412.44140625,6487.0947265625,3281.099853515625,18717.83203125,20319.017578125,24615.033203125,18587.01171875,21678.775390625,17340.58203125,17162.091796875,16331.8359375,18826.50390625,18746.80078125,16967.31640625,20216.271484375
Q96EE3,SEH1L,2143.35791015625,905.2265014648438,1025.1380615234375,NaN,1775.070556640625,676.9207153320312,9330.1728515625,10152.1044921875,13367.7353515625,11237.5576171875,8312.6904296875,10569.9912109375,7871.4833984375,9464.7734375,10802.7294921875,8491.33203125,9356.6748046875,11803.64453125
Q96EH3,MALSU1,NaN,Filtered,NaN,NaN,NaN,Filtered,2960.8837890625,3525.624267578125,4134.05517578125,2680.17822265625,3137.43212890625,1270.4697265625,1440.1796875,2836.334228515625,3064.253173828125,2534.76416015625,3437.068359375,3684.9716796875
Q96EK4,THAP11,Filtered,Filtered,191.05833435058594,Filtered,1261.8779296875,Filtered,8084.50048828125,8241.3681640625,10027.310546875,7600.00634765625,8885.0869140625,6002.0751953125,5191.12255859375,6398.943359375,8009.8828125,6038.09521484375,7396.29150390625,6336.5732421875
Q96EK7,FAM120B,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,2924.244384765625,1756.7620849609375,3396.97998046875,1506.048828125,1187.4066162109375,1790.197021484375,2875.08935546875,1476.9573974609375,1908.1868896484375,1588.35302734375,1827.614013671875,1003.87109375
Q96EL2,MRPS24,333.5791931152344,1180.6348876953125,1016.48486328125,786.788818359375,1223.67626953125,474.3103332519531,11833.4375,10108.8134765625,17640.849609375,10831.3408203125,12436.6728515625,12128.478515625,8087.5185546875,10786.005859375,12360.08203125,10635.80859375,8987.748046875,14632.2294921875
Q96EL3,MRPL53,Filtered,Filtered,Filtered,Filtered,NaN,Filtered,5386.701171875,921.8865966796875,5779.20361328125,5310.28076171875,996.9067993164062,3521.941162109375,NaN,1537.335205078125,2458.842529296875,1149.641845703125,2078.619140625,3378.322265625
Q96EP5,DAZAP1,2392.259521484375,1663.0704345703125,1704.693603515625,1807.6260986328125,3071.277587890625,1691.857421875,65959.984375,76690.4453125,89734.8984375,78917.4296875,81592.515625,71083.4296875,55736.11328125,69885.03125,85694.2734375,59463.15625,74504.765625,84404.140625
Q96ER9,CCDC51,Filtered,439.63916015625,NaN,Filtered,2694.24951171875,Filtered,266.57989501953125,816.0444946289062,13373.2421875,Filtered,NaN,721.7525634765625,1697.06884765625,Filtered,1975.498779296875,1260.3504638671875,1051.6251220703125,1061.0013427734375
Q96ES7,SGF29,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,3033.041748046875,1926.0029296875,2388.66455078125,1793.4754638671875,2091.11962890625,2249.031982421875,2513.240966796875,2656.29638671875,1700.669677734375,3233.5673828125,2690.81103515625,2929.986328125
Q96EU6,RRP36,Filtered,Filtered,NaN,NaN,622.865966796875,398.5030212402344,5524.70849609375,5275.44189453125,6293.1455078125,4111.35302734375,3492.773681640625,4452.77685546875,5035.7275390625,5176.26953125,5611.0986328125,6190.5224609375,5086.01953125,5927.2060546875
Q96EV2,RBM33,158.2632293701172,971.2508544921875,265.1846923828125,298.0732116699219,638.3953857421875,704.6093139648438,9361.3369140625,9420.0654296875,11820.828125,8789.3330078125,9907.6728515625,8737.4580078125,9653.8642578125,10951.2841796875,10667.1962890625,11196.28125,10333.2802734375,11658.6904296875
Q96EY1,DNAJA3,11370.775390625,11302.6728515625,13728.2265625,13064.9091796875,22577.59375,19797.228515625,130969.6953125,132518.3125,166945.15625,133612.546875,131837.9375,137613.75,115658.3671875,132039.90625,139394.21875,133730.515625,143473.546875,144699.28125
Q96EY4,TMA16,1986.124267578125,1875.1988525390625,2871.635498046875,2597.906982421875,4383.37841796875,4988.59228515625,20596.49609375,20367.423828125,22241.908203125,20019.421875,19343.681640625,14597.96484375,15150.609375,17761.044921875,16494.123046875,17328.27734375,17594.1171875,20239.96875
Q96EY7,PTCD3,Filtered,523.4146728515625,1313.15283203125,1572.400634765625,2327.021484375,1569.3341064453125,29704.65234375,32843.125,34689.1171875,31483.5546875,28626.166015625,23512.326171875,19720.921875,28719.875,24947.818359375,22001.078125,28483.21875,29548.9609375
Q96EZ8,MCRS1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,4534.89013671875,4884.5224609375,6158.9345703125,3710.51123046875,3819.193603515625,3339.746337890625,2962.421142578125,3290.138916015625,3777.834716796875,2795.8466796875,3620.513671875,3771.161865234375
Q96F63,CCDC97,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,748.9554443359375,1233.85498046875,931.9515991210938,1775.376708984375,Filtered,956.7487182617188,497.95233154296875,961.150634765625,1008.4490356445312,1138.9415283203125,1331.0908203125,1276.3272705078125
Q96F86,EDC3,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,11214.7177734375,10457.1279296875,13618.96484375,9785.6962890625,10747.18359375,8693.099609375,8149.76953125,9240.625,9690.9716796875,9860.970703125,10583.3173828125,9526.0107421875
Q96FN4,CPNE2,NaN,NaN,NaN,NaN,Filtered,397.9056701660156,2802.1240234375,3124.550048828125,2779.655029296875,2743.69677734375,2353.023681640625,1869.7315673828125,3425.34765625,4314.63720703125,4439.94384765625,3527.011962890625,3481.578125,4588.10400390625
Q96FQ6,S100A16,NaN,NaN,469.6343994140625,NaN,2134.097412109375,169.56906127929688,3471.238525390625,4456.85693359375,3546.04736328125,2690.75439453125,3872.066650390625,1576.877197265625,2779.182373046875,6938.9599609375,3014.26318359375,7372.20166015625,2512.68310546875,5255.7548828125
Q96FV9,THOC1,3072.036376953125,2322.5654296875,Filtered,2063.261962890625,4128.5263671875,2781.336669921875,11141.1513671875,10674.583984375,13041.1318359375,11883.09375,10944.4052734375,10723.9736328125,8718.2626953125,10167.6943359375,11267.923828125,10273.6806640625,10805.486328125,11568.2529296875
Q96FX7,TRMT61A,NaN,Filtered,Filtered,Filtered,Filtered,Filtered,5079.6181640625,4984.18359375,4664.13671875,4102.005859375,4479.162109375,3564.201416015625,1950.14306640625,3179.8623046875,3613.687255859375,4287.09375,4132.17626953125,3621.168701171875
Q96G21,IMP4,548.1094970703125,459.13043212890625,Filtered,399.1802062988281,735.3821411132812,1033.93994140625,13721.2578125,14195.744140625,16430.12890625,14312.9501953125,13636.537109375,11249.0263671875,12175.732421875,13299.1162109375,15739.8271484375,13665.9521484375,13539.0244140625,15475.1865234375
Q96G23,CERS2,372.8597412109375,1480.956787109375,1091.7332763671875,1970.4256591796875,4760.4873046875,1704.5606689453125,6785.71435546875,10099.4775390625,10909.6181640625,9255.7060546875,9186.693359375,7456.86083984375,6918.01171875,10387.240234375,9347.54296875,7350.4892578125,9035.69140625,10096.197265625
Q96G25,MED8,Filtered,NaN,Filtered,Filtered,Filtered,251.7155303955078,4343.24951171875,3721.11279296875,4194.20556640625,3777.2998046875,3539.239501953125,3961.19580078125,2780.107421875,3266.9609375,3991.94677734375,3825.340576171875,3970.767822265625,3006.83056640625
Q96G46,DUS3L,Filtered,Filtered,6538.984375,NaN,1706.04736328125,Filtered,29118.779296875,30812.27734375,37927.32421875,30794.826171875,33065.375,29347.353515625,23433.697265625,31911.814453125,29745.62109375,30705.24609375,29777.751953125,31093.02734375
Q96GC5,MRPL48,743.9951782226562,621.2960205078125,847.8577270507812,612.1058349609375,2025.8233642578125,1037.4693603515625,13472.099609375,14313.1982421875,16011.20703125,13762.4697265625,12022.80859375,10765.8359375,10296.447265625,11180.890625,13560.947265625,12350.53125,12094.927734375,13261.552734375
Q96GD4,AURKB,826.54541015625,656.477783203125,227.75526428222656,350.8852233886719,1479.673095703125,1604.875244140625,10678.7109375,11342.06640625,14188.4912109375,11647.2900390625,11930.970703125,11177.451171875,10002.392578125,9745.4052734375,11032.48046875,10815.7021484375,11286.9599609375,13166.5263671875
Q96GE9,DMAC1,Filtered,Filtered,Filtered,Filtered,1261.859375,867.0303344726562,2825.51708984375,4758.6044921875,4034.91455078125,4330.333984375,3549.4169921875,3351.4873046875,3769.175048828125,2999.0595703125,3348.1474609375,2451.95654296875,3386.23828125,3530.392578125
Q96GJ1,TRMT2B,Filtered,Filtered,Filtered,Filtered,1610.9892578125,259.32354736328125,2157.25927734375,2003.25439453125,3505.953125,1950.4515380859375,1930.5196533203125,1167.0771484375,1327.6475830078125,2808.602294921875,3911.554443359375,3261.554443359375,1294.7769775390625,2048.22412109375
Q96GM8,TOE1,802.625244140625,910.6852416992188,753.5637817382812,NaN,904.8174438476562,853.9569702148438,18320.865234375,20079.974609375,19107.25390625,16857.181640625,15273.0390625,14414.5849609375,13973.044921875,15672.912109375,17171.166015625,13089.8515625,17585.908203125,17478.75
Q96GQ7,DDX27,553.1136474609375,NaN,499.59356689453125,1118.430908203125,921.219482421875,855.6439208984375,7093.9755859375,7458,9402.9921875,7774.390625,7951.30859375,6820.41162109375,6435.38134765625,6990.7861328125,7153.23828125,7024.09423828125,7141.35986328125,7663.365234375
Q96GY0,ZC2HC1A,5028.80615234375,NaN,2522.4619140625,NaN,12209.3349609375,NaN,152855.6875,140060.921875,204146.75,152723.625,138707.09375,149961.078125,165039.5,170920.359375,179664.6875,164089.1875,200104.53125,210072.453125
Q96H35,RBM18,Filtered,Filtered,NaN,Filtered,776.19970703125,516.1893920898438,6823.9306640625,6297.43798828125,6641.05029296875,6302.169921875,8517.408203125,4872.10009765625,4043.430419921875,6207.6337890625,4730.12060546875,7649.6806640625,3759.4111328125,7244.66796875
Q96HA1,POM121,Filtered,Filtered,Filtered,Filtered,Filtered,NaN,400.3328552246094,2329.36376953125,2557.494873046875,2750.44580078125,1938.8741455078125,2102.93701171875,1238.162109375,549.6524658203125,2507.94287109375,Filtered,2853.893310546875,2170.092041015625
Q96HC4,PDLIM5,1195.60400390625,2731.388671875,2101.72314453125,1292.1143798828125,7762.2119140625,2897.18701171875,4423.640625,3659.11279296875,4606.35791015625,3010.52587890625,4699.74365234375,1891.4521484375,3048.672119140625,4488.56787109375,3409.86962890625,4825.04052734375,3549.94384765625,4802.5595703125
Q96HE9,PRR11,1741.8311767578125,1964.7037353515625,1953.464599609375,1783.8414306640625,2697.48388671875,3137.452392578125,22423.095703125,24245.12890625,28078.29296875,26540.357421875,23959.23046875,23063.65625,19106.4296875,24452.876953125,27760.82421875,23147.703125,25472.3046875,26252.119140625
Q96HH9,GRAMD2B,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,624.5148315429688,287.6959533691406,1240.44775390625,877.2391357421875,NaN,442.3859558105469,956.027587890625,1052.19775390625,480.7190246582031,661.6314697265625,658.0098876953125,438.9110412597656
Q96HP0,DOCK6,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,475.168701171875,608.5869750976562,440.5599365234375,Filtered,1288.2188720703125,550.7245483398438,395.2496337890625,517.66015625,Filtered,Filtered,549.294189453125,732.319580078125
Q96HR3,MED30,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,5221.7939453125,6232.4638671875,7012.9775390625,6157.05126953125,5459.5009765625,4891.43115234375,5141.0322265625,5544.12744140625,5134.85205078125,5348.5869140625,5571.81298828125,6319.15185546875
Q96HR8,NAF1,Filtered,Filtered,Filtered,Filtered,270.6434326171875,Filtered,7569.1630859375,7495.6640625,10938.9091796875,9123.51171875,7208.498046875,6902.78515625,3032.547119140625,6911.28125,6704.087890625,5938.39306640625,7337.671875,6865.017578125
Q96HS1,PGAM5,3692.131591796875,2645.929443359375,3794.525634765625,4043.47509765625,5749.03125,4792.35693359375,99210.03125,105110.2734375,129044.6484375,109336.375,106382.3984375,98355.5390625,87230.21875,98953.1953125,98166.0703125,106422.609375,105652.109375,113411.171875
Q96HW7,INTS4,Filtered,Filtered,255.29664611816406,NaN,Filtered,Filtered,2803.1650390625,3695.43701171875,3576.871826171875,2774.764892578125,2603.650146484375,2228.11865234375,2765.9951171875,3147.240234375,3211.101318359375,2476.57080078125,3367.965087890625,3543.28125
Q96HY6,DDRGK1,874.4998168945312,2806.348876953125,1538.3983154296875,774.2791748046875,2734.8173828125,1561.781005859375,26292.220703125,26322.677734375,32597.26171875,26469.53515625,29991.9609375,20738.34765625,24668.689453125,32830.74609375,30197.640625,28023.443359375,29213.90234375,33836.12109375
Q96I24,FUBP3,10309.70703125,9603.931640625,10189.1875,9932.2685546875,17322.953125,17162.60546875,333450.3125,357689.09375,432809.0625,371896,342567.9375,368674.34375,331214.53125,347464.3125,388736.28125,360272.9375,362181.40625,385948.75
Q96I25,RBM17,300.69207763671875,378.22430419921875,568.84912109375,583.586181640625,1003.2498168945312,566.3668823242188,12861.4921875,13538.6328125,15971.306640625,13110.4267578125,12673.79296875,13446.98828125,11475.0068359375,13346.912109375,12730.42578125,13154.9443359375,12220.939453125,13301.4912109375
Q96I51,RCC1L,NaN,Filtered,1029.03369140625,Filtered,224.22149658203125,Filtered,9444.5009765625,9499.5732421875,11257.953125,8415.9482421875,9671.4150390625,7693.64453125,6472.93994140625,8652.47265625,8868.666015625,8962.2841796875,9612.591796875,10872.974609375
Q96IK0,TMEM101,Filtered,Filtered,Filtered,Filtered,722.8784790039062,NaN,6412.17138671875,5093.7470703125,6657.32568359375,4629.1572265625,6634.44140625,4112.84814453125,3714.546875,5827.9287109375,5136.2421875,5723.42529296875,4711.50830078125,5196.92626953125
Q96IX5,ATP5MD,4232.349609375,3992.95263671875,4624.7890625,3304.790283203125,10752.38671875,6326.8681640625,25160.09375,26908.80859375,31429.9765625,25710.943359375,20768.693359375,20198.078125,17661.623046875,21191.796875,20979.046875,24972.193359375,23640.732421875,21934.564453125
Q96IY1,NSL1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,861.6396484375,474.522216796875,558.5735473632812,995.1319580078125,1376.386962890625,1424.8680419921875,928.3818359375,Filtered,1657.4046630859375,1463.76318359375,732.9472045898438,1415.0792236328125
Q96IZ0,PAWR,2455.11083984375,1526.7364501953125,2526.93017578125,1836.744873046875,2646.187255859375,997.5507202148438,5475.11083984375,6464.69140625,7522.75537109375,7655.03515625,4204.404296875,5064.45556640625,7639.3046875,7201.86376953125,5400.49658203125,7461.04931640625,8034.25927734375,9081.693359375
Q96IZ7,RSRC1,NaN,NaN,283.9847717285156,352.9635009765625,560.1223754882812,223.2333526611328,1587.02294921875,2152.372314453125,2057.558837890625,2723.402587890625,2301.97998046875,1581.7203369140625,2345.72119140625,2329.954345703125,2397.7861328125,2429.619384765625,1654.656005859375,2589.6787109375
Q96J01,THOC3,NaN,Filtered,428.3265686035156,Filtered,1283.528076171875,Filtered,8482.6279296875,8122.17919921875,10001.2939453125,9270.443359375,9130.2470703125,9219.0830078125,7406.41259765625,8571.0458984375,8210.4365234375,9318.5302734375,9575.416015625,9497.1875
Q96J84,KIRREL1,803.4103393554688,263.7061462402344,825.9660034179688,334.11187744140625,1920.7381591796875,Filtered,3259.68798828125,5582.8203125,3739.95751953125,2647.24853515625,5707.8740234375,3135.151123046875,2974.856689453125,3835.693603515625,4748.57958984375,4634.20556640625,5157.986328125,2713.29248046875
Q96JB5,CDK5RAP3,25.24507713317871,1393.8194580078125,771.4100952148438,1267.146484375,1069.7193603515625,1035.7103271484375,30389.322265625,32577.951171875,32059.625,28098.99609375,26299.251953125,22608.51171875,22948.546875,27373.705078125,30316.63671875,24146.578125,29296.0703125,32090.015625
Q96JC9,EAF1,Filtered,Filtered,Filtered,Filtered,NaN,Filtered,4827.2568359375,5504.52880859375,5228.26953125,4625.501953125,10131.4619140625,2250.615234375,2119.5625,2537.934326171875,2929.0419921875,1886.636962890625,2703.703857421875,3968.131103515625
Q96JJ3,ELMO2,Filtered,Filtered,Filtered,Filtered,Filtered,NaN,3955.9931640625,4189.93701171875,4998.9716796875,4365.77001953125,3919.35693359375,3257.985595703125,3852.9384765625,3726.907958984375,3065.98779296875,3362.40087890625,4062.393798828125,3992.801513671875
Q96JP5,ZFP91,Filtered,Filtered,NaN,Filtered,Filtered,Filtered,5195.546875,5356.1142578125,5350.7724609375,4663.84765625,4819.0703125,3016.21728515625,4622.9775390625,4529.224609375,4924.1220703125,4358.8173828125,6389.99755859375,7099.23486328125
Q96K17,BTF3L4,NaN,Filtered,351.23468017578125,Filtered,2370.690673828125,Filtered,1630.2498779296875,Filtered,1910.9029541015625,Filtered,NaN,738.7313842773438,1269.3466796875,1819.142578125,1342.03759765625,1042.0126953125,1606.51611328125,853.7418823242188
Q96K37,SLC35E1,1131.5089111328125,NaN,1070.93310546875,885.905029296875,1065.5338134765625,1186.4683837890625,9160.375,9595.2744140625,11198.6435546875,9949.61328125,9028.53515625,7459.04150390625,8047.4716796875,8985.166015625,8993.41015625,8978.5810546875,8844.89453125,9729.45703125
Q96KA5,CLPTM1L,1315.7860107421875,2235.45166015625,1635.169677734375,1091.6746826171875,5766.63427734375,2699.459228515625,18781.16796875,20508.3984375,26098.234375,19307.205078125,18965.333984375,17069.654296875,16585.92578125,18169.666015625,20470.068359375,17516.326171875,20793.134765625,20599.021484375
Q96KC8,DNAJC1,364.0715637207031,167.55540466308594,254.06350708007812,210.05691528320312,407.0528564453125,375.2657470703125,3497.44091796875,3874.965087890625,5426.3369140625,3761.79345703125,4284.36474609375,3281.768798828125,3948.87109375,4852.7431640625,4366.00341796875,4188.404296875,4849.689453125,4766.76171875
Q96KP1,EXOC2,646.43017578125,Filtered,3833.4189453125,NaN,1458.0892333984375,769.9478759765625,3027.47314453125,4336.63330078125,4790.70654296875,3578.221435546875,3665.011474609375,3379.92431640625,3269.708740234375,4315.64697265625,4202.521484375,3139.824462890625,4151.8134765625,4367.2880859375
Q96KR1,ZFR,687.540283203125,833.4848022460938,866.3408203125,581.073486328125,1881.5081787109375,983.0633544921875,13588.794921875,12198.7197265625,17654.59375,13133.1298828125,14730.1171875,12783.1962890625,11984.474609375,15912.798828125,15019.4169921875,14869.6494140625,13352.4404296875,13948.326171875
Q96L50,LRR1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,3639.088623046875,6869.7939453125,6558.00830078125,4518.6484375,4499.93701171875,3679.31884765625,2985.346435546875,3485.13916015625,3842.3056640625,3387.5986328125,4313.93798828125,2776.2021484375
Q96L58,B3GALT6,NaN,442.0026550292969,780.3511352539062,494.6696472167969,702.1177368164062,971.0553588867188,7305.0322265625,6644.94287109375,8824.171875,6392.365234375,6415.60986328125,5621.45654296875,4915.267578125,6302.06982421875,6510.17431640625,5281.27587890625,5995.853515625,6540.45751953125
Q96LI5;Q9ULM6,CNOT6L;CNOT6,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,2809.36328125,2953.66259765625,3033.44287109375,1694.5777587890625,3365.024658203125,3561.16650390625,2960.6943359375,2035.791259765625,4118.83837890625,1685.0657958984375,2404.86181640625,2555.70166015625
Q96LL9,DNAJC30,Filtered,Filtered,Filtered,300.55279541015625,Filtered,Filtered,2283.3310546875,2612.035888671875,2188.194580078125,2381.380615234375,1329.159912109375,1908.96630859375,886.2174682617188,1252.7952880859375,1611.728271484375,1246.5223388671875,1470.354248046875,1437.8236083984375
Q96MF7,NSMCE2,Filtered,Filtered,Filtered,Filtered,370.5505065917969,341.3504638671875,7537.2041015625,7085.90185546875,8781.2841796875,6613.29443359375,6253.10107421875,6744.947265625,5910.43994140625,4998.0283203125,6929.037109375,5610.14501953125,6415.564453125,7316.595703125
Q96MG7,NSMCE3,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,5487.08642578125,5855.91796875,7543.6435546875,5875.1044921875,6484.810546875,4445.98486328125,4864.37890625,5904.64501953125,3500.00146484375,6381.0234375,4546.33544921875,6222.9267578125
Q96MH2,HEXIM2,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,2449.326416015625,1294.763671875,2463.651611328125,2779.095458984375,1555.228759765625,Filtered,2445.56103515625,2677.2060546875,NaN,3615.386474609375,430.3082580566406,3682.15380859375
Q96MU7,YTHDC1,482.31683349609375,829.5541381835938,1692.7425537109375,1039.4454345703125,2032.430908203125,1240.24169921875,7159.57177734375,5472.53564453125,7547.0654296875,5975.30810546875,4497.5126953125,5896.6171875,3316.208984375,6890.1259765625,5234.17919921875,4787.18359375,6466.6025390625,6491.0068359375
Q96MX6,WDR92,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1381.026123046875,1824.736083984375,2533.872802734375,2139.897705078125,2253.93994140625,1277.3507080078125,2284.30517578125,1202.9364013671875,1537.6002197265625,1856.29052734375,1560.323974609375,Filtered
Q96N66,MBOAT7,645.7693481445312,1088.6827392578125,1006.9232788085938,676.7359008789062,3215.06201171875,1670.8521728515625,11138.203125,9498.322265625,12445.1611328125,9062.7333984375,8309.5791015625,7611.83154296875,5748.37451171875,9192.0537109375,8582.6328125,8074.294921875,8666.130859375,9044.548828125
Q96N67,DOCK7,422.43829345703125,99.61971282958984,NaN,187.52256774902344,520.4287109375,515.0135498046875,2891.468994140625,2503.271484375,3247.009765625,3029.053955078125,2573.1318359375,2275.1005859375,1923.5831298828125,2897.70361328125,2899.87939453125,2564.578125,2734.3408203125,2959.57373046875
Q96NB3,ZNF830,NaN,NaN,NaN,Filtered,545.6362915039062,1058.965576171875,14614.134765625,14979.6826171875,18541.408203125,15263.0791015625,17145.826171875,18171.138671875,14188.3037109375,16907.576171875,18046.828125,15361.4560546875,16487.611328125,18194.208984375
Q96NC0,ZMAT2,1219.5933837890625,465.595458984375,791.2137451171875,1651.13916015625,1619.3345947265625,1773.0794677734375,4733.23193359375,5630.27685546875,6371.59326171875,5500.59814453125,6224.03466796875,4228.28271484375,3219.488037109375,3066.2001953125,5342.23486328125,2957.621826171875,4343.25390625,5880.853515625
Q96NL6,SCLT1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,NaN,NaN,NaN,0.4924173951148987,0.5816459655761719,Filtered,Filtered,NaN,Filtered,NaN,1.5684936046600342
Q96NY9,MUS81,Filtered,Filtered,Filtered,Filtered,NaN,Filtered,5664.23828125,6043.22119140625,6667.6044921875,6089.5712890625,6274.95263671875,5078.6806640625,4438.7744140625,5240.9970703125,5102.599609375,5061.57080078125,4796.2578125,5675.54931640625
Q96P11,NSUN5,1262.41650390625,1198.3267822265625,1240.06689453125,1626.9991455078125,3253.873046875,2352.957275390625,46113.4765625,43006.6015625,56178.83203125,46925.00390625,46069.8984375,42010.72265625,38797.171875,47355.59765625,47979.68359375,42562.07421875,45012.01171875,50159.7421875
