PG.ProteinGroups,PG.Genes,[1] ctrl_1.raw.PG.Quantity,[2] ctrl_2.raw.PG.Quantity,[3] ctrl_3.raw.PG.Quantity,[4] ctrl_4.raw.PG.Quantity,[5] Halo_1.raw.PG.Quantity,[6] Halo_2.raw.PG.Quantity,[7] Halo_3.raw.PG.Quantity,[8] Halo_4.raw.PG.Quantity
O43290,SART1,199275.765625,154536,152767.1875,154168.203125,117051.65625,130185.96875,142587.71875,115561.203125
O43295,SRGAP3,15116.171875,18077.38671875,14589.26171875,14334.8369140625,12227.1552734375,12034.6923828125,16729.021484375,14081.9560546875
O43301,HSPA12A,94132.96875,94537.3671875,85667.890625,76585.8984375,71004.4296875,80005.0703125,89899.4921875,80866.703125
O43310,CTIF,6026.22119140625,4113.720703125,5123.251953125,6304.650390625,4597.18701171875,7212.5107421875,10332.26953125,6260.80908203125
O43314,PPIP5K2,39977.9140625,35101.2421875,31223.1875,31057.423828125,24175.8828125,28051.50390625,29327.765625,33273.82421875
O43318,MAP3K7,6384.26953125,NaN,3931.2099609375,NaN,NaN,5969.32080078125,NaN,NaN
O43324,EEF1E1,11862.783203125,10556.134765625,13721.59375,7803.4580078125,11618.4287109375,7774.25634765625,8341.3857421875,14232.2900390625
O43390,HNRNPR,24794.11328125,26802.990234375,30230.123046875,24124.439453125,51949.20703125,55968.84765625,62568.359375,51072.5546875
O43395,PRPF3,15133.3095703125,18639.72265625,17587.841796875,15905.64453125,12632.28515625,14675.72265625,11357.228515625,9122.318359375
O43396,TXNL1,912.2211303710938,2376.819091796875,2780.64306640625,447.68780517578125,NaN,NaN,NaN,NaN
O43414,ERI3,18187.625,NaN,NaN,NaN,NaN,2969.314453125,3969.729248046875,4912.0126953125
O43426,SYNJ1,16309.833984375,18991.873046875,17291.232421875,15432.2099609375,17612.013671875,18241.1328125,19243.193359375,17913.978515625
O43427,FIBP,8311.556640625,9085.6572265625,10112.9853515625,9880.13671875,6036.904296875,6696.1015625,8952.0478515625,9758.4296875
O43432,EIF4G3,4762.87060546875,2906.143798828125,4424.736328125,1284.7530517578125,2728.381591796875,3770.052734375,3432.844482421875,1425.440185546875
O43447,PPIH,4644.53759765625,6329.42822265625,3433.97216796875,4255.3095703125,4245.16162109375,4270.8271484375,5107.78564453125,2473.891357421875
O43488,AKR7A2,29546.28515625,25319.861328125,13832.333984375,24061.109375,10873.111328125,13157.4501953125,11842.09765625,14901.8701171875
O43581,SYT7,228266.546875,110677.8671875,158078.953125,144155.84375,115541.140625,142477.546875,166528.71875,176871.03125
O43583,DENR,85311.203125,82485.5390625,82975.875,84982.5078125,50842.4453125,71000.890625,40701.26171875,66824.5078125
O43592,XPOT,34425.9140625,29975.453125,36327.92578125,28581.99609375,21536.19140625,21401.181640625,24153.23828125,27916.00390625
O43602,DCX,1860611.375,1674928.125,1763292.875,1109521.125,1439541.125,1639426.125,1534515.625,1351470.875
O43615,TIMM44,9158.3193359375,3426.7392578125,8998.0263671875,6598.4619140625,4713.64501953125,7354.02978515625,6037.17822265625,6257.16015625
O43617,TRAPPC3,11416.7236328125,11265.28125,11207.73828125,17192.642578125,6251.17626953125,7263.78564453125,7461.3671875,10503.7744140625
O43639,NCK2,14928.2490234375,13912.115234375,14643.3125,13657.638671875,13208.7705078125,9064.484375,11619.736328125,12560.771484375
O43670,ZNF207,48538.2890625,46042.8125,41139.234375,44391.828125,45351.45703125,46392.171875,64977.61328125,55746.47265625
O43676,NDUFB3,NaN,7721.08447265625,8508.478515625,5632.48046875,3912.16796875,4565.2529296875,1842.2403564453125,1831.8985595703125
O43677,NDUFC1,27564.384765625,31002.646484375,30389.33203125,33674.62890625,37489.55078125,NaN,28014.21875,NaN
O43678,NDUFA2,61573.43359375,42636.29296875,39817.88671875,40534.5703125,28061.03515625,28207.205078125,26049.837890625,23839.802734375
O43684,BUB3,85398.3828125,93167.3203125,78163.6796875,104803.625,55933.921875,60776.28125,58812.93359375,51766.16015625
O43707,ACTN4,1308412,1199737.125,1206167.125,1104906.125,1019191.4375,1153035.625,1313886.625,1164708.375
O43709,BUD23,16146.7568359375,14992.3359375,12201.60546875,12986.0927734375,11783.2919921875,14513.751953125,12436.900390625,6544.169921875
O43741,PRKAB2,7209.5673828125,3424.208251953125,7284.173828125,NaN,NaN,1082.693603515625,NaN,NaN
O43747,AP1G1,12458.8212890625,15066.6357421875,11758.009765625,12135.275390625,13353.5908203125,12428.0322265625,17655.248046875,15267.080078125
O43752,STX6,2658.3642578125,NaN,2078.940673828125,NaN,NaN,NaN,NaN,NaN
O43765,SGTA,2574.255859375,NaN,5291.06884765625,9535.84375,NaN,1473.3643798828125,NaN,4214.3515625
O43768;P56211,ENSA;ARPP19,8111.623046875,9023.53515625,5907.1728515625,2099.0390625,5257.87255859375,10149.6142578125,8162.30810546875,11906.15234375
O43772,SLC25A20,17258.494140625,16071.310546875,12155.447265625,10000.0341796875,11599.224609375,12753.6044921875,8525.7705078125,4984.8017578125
O43776,NARS1,18074.318359375,9512.234375,17487.369140625,8945.8759765625,11556.0517578125,12975.3486328125,6761.7216796875,8460.6328125
O43795,MYO1B,30251.80859375,28353.4765625,27860.810546875,25759.41796875,17407.5546875,17067.703125,16970.90234375,16562.650390625
O43808,SLC25A17,160871.015625,175782.25,160084.609375,121379.5078125,143069.484375,163455.765625,132254.71875,126963.8515625
O43809,NUDT21,636368.25,640764.3125,578295.5625,503862.96875,348572,447862.75,486847.625,446111.75
O43813,LANCL1,188654.796875,135571.171875,158406.78125,164226.328125,113324.453125,118180.7578125,129052.1640625,111301.1953125
O43818,RRP9,3811.8974609375,2316.65087890625,1915.775146484375,4105.8408203125,2906.895751953125,3720.57958984375,2425.8984375,2551.0849609375
O43819,SCO2,4257.57470703125,1245.8701171875,5479.9736328125,784.9420776367188,NaN,NaN,NaN,NaN
O43824,GTPBP6,11135.3330078125,8272.998046875,11382.5712890625,8900.2978515625,9599.0341796875,17279.56640625,13806.4267578125,10110.3251953125
O43837,IDH3B,56067.00390625,49488.79296875,44359.91796875,39167.0234375,48200.1015625,55260.39453125,56368.8203125,46966.7265625
O43854,EDIL3,109740.5625,84085.5703125,97026.765625,79880.1875,63744.83203125,71643.0859375,70340.28125,77521.203125
O43865,AHCYL1,32258.7578125,33413.859375,34175.26953125,29368.66796875,18283.8125,15997.7666015625,14961.091796875,13869.5478515625
O43920,NDUFS5,32577.869140625,106743.3515625,111815.7421875,98724.7890625,31790.498046875,58660.34765625,48953.13671875,69016.6484375
O43924,PDE6D,4353.8623046875,8520.4111328125,4063.56103515625,6343.7958984375,NaN,8412.8681640625,7986.7880859375,3858.529541015625
O43929,ORC4,1983.150146484375,5511.9521484375,2449.06640625,3923.623046875,2412.1533203125,3663.98828125,4643.59814453125,3751.285400390625
O60229,KALRN,86589.6875,97319.59375,86971.1171875,80474.9296875,92018.8125,96556.2734375,104180.375,88722.6953125
O60231,DHX16,36245.90234375,46568.90234375,38065.09765625,41830.171875,31269.501953125,30601.89453125,29778.5546875,39607.79296875
O60256,PRPSAP2,58967.609375,67770.3671875,67109.5390625,60515.0859375,43805.8828125,53996.12109375,49841.89453125,59309.77734375
O60264;P28370,SMARCA5;SMARCA1,2031.7314453125,3269.276123046875,2016.871337890625,3621.89501953125,2790.417724609375,4065.455078125,3412.689453125,5728.30029296875
O60271,SPAG9,27218.650390625,43215.37890625,26691.275390625,35974.8984375,11423.83984375,25968.9921875,23465.958984375,22451.728515625
O60282,KIF5C,859151,766978.125,826857.4375,812735.3125,710596.875,761923,761051,734022.625
O60285,NUAK1,2126.695556640625,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O60294,LCMT2,8659.8916015625,17215.380859375,13182.18359375,11939.36328125,5446.37158203125,4507.25341796875,5835.638671875,4745.8125
O60306,AQR,1962.5518798828125,3482.0615234375,2012.1759033203125,2349.768310546875,1472.7357177734375,NaN,NaN,NaN
O60313,OPA1,331703.3125,343598.25,313499.3125,295615.78125,321901.78125,354122.0625,411008.625,363994.1875
O60331,PIP5K1C,15080.0556640625,13413.0556640625,8658.453125,8509.2939453125,6844.1181640625,4375.37744140625,4921.57763671875,5020.34326171875
O60333,KIF1B,4964.0458984375,5773.15771484375,3730.593505859375,6316.09130859375,3071.6484375,3588.931396484375,5099.974609375,5515.88134765625
O60422,ONECUT3,3993.699951171875,2444.20703125,3763.783935546875,2029.8277587890625,3100.3896484375,NaN,2089.5185546875,NaN
O60427,FADS1,41556.62109375,31859.462890625,33688.6796875,29175.015625,22344.201171875,18065.5546875,24479.84375,23444.427734375
O60488,ACSL4,12160.45703125,13778.8544921875,10388.8154296875,9106.6279296875,7384.03369140625,7481.359375,7334.29345703125,8097.03857421875
O60502,OGA,10034.4169921875,9323.94140625,6523.10693359375,8154.21240234375,5630.443359375,5472.47119140625,6253.24267578125,4385.212890625
O60506,SYNCRIP,68971.75,80120.2265625,87882.5859375,75341.2109375,107019.2421875,124133.296875,132785.21875,115878.09375
O60518,RANBP6,24862.591796875,31977.5859375,29007.966796875,30520.58984375,24761.525390625,27277.986328125,25985.37109375,31822.609375
O60524,NEMF,52217.8125,51554.65234375,39660.71484375,48123.22265625,37279.22265625,43713.70703125,57810.49609375,55681.1171875
O60547,GMDS,6666.21337890625,10697.5263671875,5943.70849609375,7245.44970703125,4760.3828125,7786.685546875,9917.0830078125,12063.6572265625
O60583,CCNT2,10271.544921875,6563.58935546875,2697.895751953125,6134.75,4705.68310546875,6458.57177734375,4185.0322265625,3268.268798828125
O60641,SNAP91,103895.796875,98137.6328125,91480.3203125,77611.296875,102642.71875,101433.0703125,106136.40625,84601.0078125
O60645,EXOC3,55742.07421875,56482.5,56973.33203125,59605.28125,50273.62109375,56995.9921875,61183.17578125,63975.75
O60683,PEX10,NaN,2033.60009765625,NaN,NaN,NaN,NaN,NaN,NaN
O60684,KPNA6,8614.3056640625,10549.4248046875,8734.6865234375,8086.94775390625,5640.4296875,8386.2763671875,9874.8759765625,7719.39599609375
O60701,UGDH,13403.75,6539.3837890625,14535.693359375,18658.900390625,5619.10693359375,12432.6435546875,NaN,14033.0419921875
O60716,CTNND1,49047.91015625,49761.3125,49515.953125,44445.7734375,36484.28515625,42979.76953125,45278.734375,37677.93359375
O60733,PLA2G6,4062.1865234375,NaN,3351.63232421875,NaN,NaN,NaN,NaN,NaN
O60739;P41567,EIF1B;EIF1,10304.287109375,14845.138671875,10166.90234375,11980.6708984375,11428.78515625,9685.5869140625,12407.259765625,21836.193359375
O60762,DPM1,41578.66796875,44928.2578125,39194.6640625,41380.19921875,31243.521484375,36819.28125,37365.953125,39780.359375
O60763,USO1,17155.75,22066.841796875,18819.078125,17061.701171875,11712.673828125,11954.689453125,9876.029296875,12832.779296875
O60783,MRPS14,4457.703125,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O60814;P57053;P58876;P62807;Q5QNW6;Q93079;Q99877;Q99879;Q99880,H2BC12;H2BS1;H2BC5;H2BC4;H2BC18;H2BC9;H2BC15;H2BC14;H2BC13,719659.375,656537.5625,600773.75,574412.0625,663921.125,634176.6875,633436.0625,606848
O60825,PFKFB2,5462.4189453125,NaN,5869.00537109375,6587.6669921875,NaN,3308.679443359375,5386.03564453125,5894.05322265625
O60826,CCDC22,5671.556640625,7255.7509765625,6506.015625,6253.91748046875,3146.788330078125,5443.69482421875,3595.516357421875,4222.9423828125
O60828,PQBP1,45952.62109375,39210.015625,31226.53515625,27034.025390625,22872.576171875,41185.43359375,35450.97265625,35858.421875
O60831,PRAF2,14713.83984375,44953.859375,36649.7890625,45119.203125,45303.2734375,67613.5234375,80886.5703125,82458.7421875
O60832,DKC1,17342.806640625,24831.955078125,24815.28125,21712.8671875,18774.875,21700.283203125,27206.658203125,16647.8671875
O60841,EIF5B,144799.84375,144016.53125,136409.171875,133731.828125,129404.9765625,139956.90625,157001.484375,140443.0625
O60861,GAS7,3883.39111328125,NaN,4838.2021484375,5303.87060546875,4803.62744140625,2964.609130859375,NaN,3141.346435546875
O60869,EDF1,121380.96875,128402.6171875,93688.84375,119368.140625,106824.765625,87538.859375,88884.4375,108042.765625
O60870,KIN,2577.575439453125,10608.548828125,4312.20654296875,3420.142578125,754.71728515625,2403.73046875,979.088623046875,2274.39697265625
O60884,DNAJA2,46040.4921875,45302.859375,41062.26171875,36060.53125,35364.11328125,40082.0546875,41740.97265625,48031.95703125
O60890,OPHN1,7973.25146484375,3663.65478515625,2867.9853515625,NaN,NaN,4195.7236328125,NaN,NaN
O60925,PFDN1,33692.02734375,46326.6953125,46993.8984375,35770.7109375,44177.85546875,40828.140625,45560.3046875,33670.6640625
O60927,PPP1R11,NaN,2207.940185546875,NaN,NaN,NaN,NaN,NaN,NaN
O60930,RNASEH1,1066.4517822265625,515.4660034179688,NaN,NaN,NaN,NaN,NaN,NaN
O60941;Q9Y4J8,DTNB;DTNA,1478.89306640625,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O60942,RNGTT,7200.45654296875,7247.5810546875,8780.0732421875,6456.3125,6182.5361328125,5788.47021484375,7220.3740234375,8016.416015625
O75027,ABCB7,17982.580078125,24610.189453125,14044.1865234375,16718.36328125,13673.1337890625,11585.3369140625,13721.587890625,13496.3837890625
O75037,KIF21B,58759.9609375,59166.33203125,60345.33984375,56462.7734375,62488.69921875,65572.8984375,66739.3671875,61039.11328125
O75044,SRGAP2,13445.2353515625,11646.0048828125,10462.1123046875,10289.478515625,12799.9599609375,10286.1630859375,15203.1474609375,12612.15234375
O75054,IGSF3,8533.1533203125,7825.34765625,4946.1728515625,9169.3212890625,2782.191650390625,6153.7080078125,8940.953125,NaN
O75056,SDC3,35185.52734375,11699.9189453125,21720.697265625,13183.2822265625,11745.3115234375,14064.51171875,6595.40380859375,6782.14013671875
O75061,DNAJC6,6239.42236328125,6511.05859375,7092.72216796875,6815.2041015625,4944.05859375,4508.5048828125,4046.216796875,4735.82275390625
O75069,TMCC2,6267.9521484375,15816.1865234375,10253.7265625,11681.5302734375,9823.66796875,10175.587890625,3139.468994140625,9419.568359375
O75083,WDR1,12632.8388671875,15708.32421875,12153.5830078125,8228.36328125,5511.078125,9555.92578125,10348.4365234375,11230.814453125
O75110,ATP9A,42024.87109375,52885.29296875,51117.25,51686.2734375,36072.671875,45065.55859375,40988.4609375,43808.453125
O75113,N4BP1,2780.5517578125,4591.7216796875,2697.441162109375,NaN,NaN,639.7245483398438,NaN,NaN
O75116,ROCK2,20462.6796875,18144.546875,19362.037109375,13807.4814453125,12310.8193359375,10499.9970703125,11930.091796875,10869.2109375
O75122,CLASP2,64027.98046875,57771.4453125,59238.69921875,56556.41796875,56116.6953125,57505.0078125,63264.67578125,55114.1328125
O75131,CPNE3,927642.6875,939832.6875,1090874.75,1146495,555493.6875,323486.625,316612.71875,336794.625
O75143,ATG13,13831.306640625,19492.5703125,13295.494140625,9162.2685546875,2867.112548828125,13267.7412109375,11814.34375,10420.4482421875
O75145,PPFIA3,214024.1875,223589.6875,206997.5625,205934.375,190185.28125,223603.421875,223387.015625,189657.34375
O75146,HIP1R,12534.837890625,11738.4453125,9389.9794921875,8845.7333984375,5078.51611328125,7217.01708984375,5859.720703125,6712.08251953125
O75150,RNF40,7451.50341796875,8018.5849609375,4554.9033203125,8939.6787109375,5656.103515625,5233.7880859375,3562.9072265625,5703.94140625
O75153,CLUH,93708.28125,83609.7265625,80566.59375,75508.734375,65879.59375,79102.65625,82628.2109375,84227.3828125
O75154,RAB11FIP3,NaN,NaN,0.8739051818847656,NaN,NaN,NaN,NaN,NaN
O75155,CAND2,14620.892578125,11224.478515625,10475.0712890625,10600.2216796875,10589.1201171875,6876.2626953125,4815.8310546875,9151.3251953125
O75164,KDM4A,6865.24853515625,3433.8544921875,4848.48681640625,3457.23779296875,3483.30126953125,2049.875732421875,3434.832763671875,4361.61376953125
O75165,DNAJC13,35897.84765625,37862.81640625,35752.88671875,31210.404296875,31109.369140625,31752.603515625,34394.7265625,31172.716796875
O75170,PPP6R2,13340.4091796875,9038.8662109375,11986.068359375,10686.9052734375,5463.45166015625,7859.0791015625,7066.57666015625,4767.00341796875
O75190;Q8WWF6,DNAJB6;DNAJB3,3014.18115234375,7694.06982421875,9393.4248046875,2980.392578125,2557.1630859375,2964.30078125,7645.93798828125,1487.82861328125
O75223,GGCT,19700.619140625,21100.79296875,20592.40234375,14009.748046875,12739.9736328125,15799.970703125,17895.478515625,21307.51953125
O75251,NDUFS7,181282.265625,83373.5859375,103835.7265625,87396.2109375,71094.0390625,70666.25,68264.09375,30566.169921875
O75306,NDUFS2,180174.703125,185793.09375,175175.796875,170635.84375,125640.34375,127326.5859375,118896.46875,132827.75
O75323,NIPSNAP2,73438.09375,73022.5078125,73415.5859375,73207.9375,64243.8203125,67868.4375,77759.7109375,87017.0625
O75334,PPFIA2,86491.8046875,71704.78125,72551.390625,75986.671875,68232.4296875,78485.828125,78856.859375,68545.6953125
O75335,PPFIA4,5928.41748046875,NaN,10634.6728515625,4033.419677734375,NaN,NaN,NaN,5992.37109375
O75340,PDCD6,4764.5751953125,7282.517578125,11523.080078125,6645.6162109375,8383.837890625,12458.1982421875,6981.16455078125,7839.18359375
O75348,ATP6V1G1,121151.375,96798.3671875,84406.7734375,45799.65234375,28098.359375,30190.6640625,15643.3916015625,21368.623046875
O75365,PTP4A3,3482.777587890625,2661.155517578125,2685.534912109375,NaN,NaN,NaN,NaN,NaN
O75369;P21333;Q14315,FLNB;FLNA;FLNC,NaN,NaN,NaN,NaN,16176.8388671875,NaN,6281.2666015625,14824.55859375
O75380,NDUFS6,32.25938415527344,NaN,0.5640907287597656,NaN,NaN,NaN,NaN,NaN
O75382,TRIM3,191438.046875,177121.0625,173652.984375,164929.453125,159598.8125,165056.71875,204185.171875,181543.890625
O75390,CS,5368.552734375,NaN,5958.1865234375,1647.0328369140625,3972.96337890625,3813.36962890625,6473.29931640625,4331.43994140625
O75391,SPAG7,7139.736328125,12330.900390625,11210.083984375,8517.115234375,12679.783203125,7963.3935546875,19283.408203125,9209.6240234375
O75394,MRPL33,18574.115234375,26859.982421875,16222.0654296875,23456.98046875,19185.92578125,22494.837890625,30660.505859375,23226.86328125
O75396,SEC22B,9567.712890625,6914.22802734375,7985.5205078125,6324.7333984375,5314.25732421875,4589.7578125,5016.71923828125,6578.046875
O75400,PRPF40A,27604.447265625,31663.29296875,31003.576171875,24959.400390625,25081.99609375,23662.119140625,25879.8203125,25095.6640625
O75431,MTX2,8469.376953125,2133.665283203125,10916.77734375,NaN,NaN,1699.638916015625,1799.9703369140625,NaN
O75436,VPS26A,9203.0859375,13138.798828125,9965.3515625,7591.529296875,6753.65283203125,7063.93408203125,10121.1865234375,8666.9296875
O75439,PMPCB,18946.46484375,18741.94140625,11972.1142578125,14652.93359375,10832.5009765625,16002.103515625,11256.44140625,13415.8232421875
O75467;Q6AW86,ZNF324;ZNF324B,60258.66796875,NaN,23898.71484375,NaN,5289.3427734375,NaN,NaN,NaN
O75475,PSIP1,217462.171875,159696.953125,129435.578125,150196.734375,124539.7890625,121456.078125,114113.265625,135758.546875
O75487,GPC4,1979.56005859375,4860.5849609375,4111.46484375,NaN,NaN,NaN,NaN,1259.3648681640625
