PG.ProteinGroups,PG.Genes,[1] Control_1.raw.PG.Quantity,[2] Control_2.raw.PG.Quantity,[3] Control_3.raw.PG.Quantity,[4] Control_4.raw.PG.Quantity,[5] Control_5.raw.PG.Quantity,[6] Control_6.raw.PG.Quantity,[13] UNC13A_WT_1.raw.PG.Quantity,[14] UNC13A_WT_2.raw.PG.Quantity,[15] UNC13A_WT_3.raw.PG.Quantity,[16] UNC13A_WT_4.raw.PG.Quantity,[17] UNC13A_WT_5.raw.PG.Quantity,[18] UNC13A_WT_6.raw.PG.Quantity
O43633,CHMP2A,288.642395,283.3175354,1292.058716,649.0917969,1849.859375,928.4274292,2794.310547,3612.504639,3102.224365,3507.684082,4036.224609,4339.032715
O43660,PLRG1,4680.117676,3980.69458,1821.135132,1782.795166,2984.467529,2228.717041,16722.32422,21583.36719,26835.40625,23779.5,21006.29492,20934.31055
O43663,PRC1,5422.598145,5279.033203,4600.848145,4476.980469,7132.484863,7369.444336,74267.64844,83105.38281,88656.89844,83898.0625,80868.25781,89224.15625
O43670,ZNF207,5814.688965,4963.041992,6914.515137,8556.966797,17472.36719,12556.99023,120435.7188,129600.4141,119386.3203,134283.6563,120295.0469,132280.3125
O43674,NDUFB5,814.3638916,755.0498047,553.6065674,1423.824951,2360.549316,1357.643921,6148.072266,7558.925781,6895.560547,5516.989258,8963.535156,5476.708008
O43676,NDUFB3,Filtered,Filtered,NaN,Filtered,467.2217102,NaN,1952.946045,1578.180542,1944.227295,2689.665283,2268.562012,1850.744751
O43678,NDUFA2,Filtered,Filtered,Filtered,Filtered,1450.524536,486.9427185,5360.609863,5838.386719,6237.262207,7270.160156,7291.109375,8181.242188
O43684,BUB3,4827.485352,5788.01123,6219.463379,5506.490234,12792.19531,13294.02051,106125.9375,130807.3828,134252.6719,130974.5,126776.8984,140541.7656
O43707,ACTN4,818.3446045,1243.428345,915.5871582,370.0920715,5919.880859,863.4406128,1156.870361,1310.571533,2430.598389,1250.987305,2009.308594,1765.110352
O43709,BUD23,1711.659912,1462.504517,1301.856689,1441.734619,3614.914551,2914.521729,20016.52344,24735.17188,25951.24414,25666.49414,26160.93359,24893.22461
O43719,HTATSF1,1530.435669,776.9789429,1518.404785,1998.811523,3955.58374,1445.635864,2307.511963,2217.849609,3477.739502,1665.134521,2179.136475,3201.083496
O43739;Q15438;Q99418,CYTH3;CYTH1;CYTH2,349.9653931,306.4515076,191.6776123,NaN,4888.205078,Filtered,1319.79126,2559.92627,3042.824219,2658.326416,1661.961914,2925.905029
O43747,AP1G1,Filtered,Filtered,Filtered,Filtered,1930.183228,Filtered,Filtered,Filtered,1605.38916,825.8974609,1856.149902,1422.33252
O43760,SYNGR2,1529.952637,290.6671753,306.9542847,NaN,2453.861572,1024.684082,1609.055054,1758.959595,2975.535645,1538.287598,1960.716309,2362.637939
O43776,NARS1,844.4584351,571.9147949,2131.580078,1648.262329,3894.254883,3145.915771,11162.47266,14506.98828,8955.507813,11286.34375,14085.32129,13118.6377
O43795,MYO1B,10868.16113,10870.07031,12219.68945,11197.99512,17042.24023,14446.5127,19322.06055,23774.86719,24120.90039,23196.67773,23621.15234,25498.50977
O43808,SLC25A17,1540.968384,2115.630615,1493.269287,1276.660767,4852.726074,3529.811768,10310.01758,13651.87305,13801.75293,11677.11621,15405.1123,13079.9707
O43809,NUDT21,12398.25391,10166.88574,14160.6709,15771.24609,32411.19727,28114.74805,186357.5469,216258.8594,232517.0781,214621.3125,225804.4844,241770.8125
O43818,RRP9,1136.01123,NaN,1696.214233,2201.315186,2511.810791,1288.460083,17399.04102,20322.36719,23049.93945,20050.46289,22862.25,21793.08008
O43819,SCO2,Filtered,285.7815857,NaN,344.8323059,Filtered,Filtered,8070.199219,7907.185547,8837.952148,6856.750488,9609.445313,8392.857422
O43823,AKAP8,1080.498657,3721.095459,1324.943604,665.539856,4793.046387,3778.131592,5678.242188,6312.58252,7554.88916,8033.797852,7662.325195,8384.300781
O43824,GTPBP6,1713.362915,888.0592651,1073.818848,1660.856934,2430.72876,2249.544922,21001.77344,21881.37109,23086.79102,21522.08789,21302.16406,25527.16016
O43852,CALU,1050.283691,1045.59729,1861.942871,1158.025146,7171.931641,811.7130127,2666.298584,3256.901855,3323.070801,3850.662354,2911.004639,2486.765869
O43854,EDIL3,688.9941406,964.7166748,1121.657104,NaN,2647.550781,3934.018555,14228.71582,20044.49609,19252.2207,15984.77832,21405.29688,20776.86133
O43896,KIF1C,2638.45166,319.4848938,NaN,NaN,990.359436,447.2348328,7180.658691,9290.231445,8489.489258,8660.870117,8961.057617,9813.141602
O43913,ORC5,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,441.5462952,NaN,544.3179932,NaN,623.9967651,762.729126
O43920,NDUFS5,358.5958862,318.1601868,Filtered,669.2938232,1047.894775,1511.538696,4182.115234,4000.435791,4611.481445,4268.385254,4810.437988,4986.692871
O60216,RAD21,NaN,413.5811157,NaN,NaN,NaN,151.9288788,5371.333984,6284.454102,6386.640625,6307.945313,6253.61377,6605.574707
O60220,TIMM8A,Filtered,Filtered,Filtered,Filtered,1515.431641,Filtered,1187.562988,1258.907104,1352.210571,945.187561,2098.012451,2662.54248
O60231,DHX16,863.1229858,1043.040161,964.6602783,1701.723633,4130.735352,3132.469727,41594.41406,50589.64844,52601.12109,49685.16016,50702.66406,54908.13672
O60244,MED14,Filtered,Filtered,Filtered,Filtered,635.5681763,413.3538513,8449.365234,9578.501953,9817.974609,9108.700195,9997.798828,10973.14453
O60245,PCDH7,Filtered,565.380188,Filtered,Filtered,308.1716309,313.0035706,1949.126343,2223.260254,1124.861938,1605.529907,960.3375854,1605.715088
O60264,SMARCA5,Filtered,Filtered,Filtered,Filtered,3999.880371,Filtered,5355.65625,6013.763184,5049.63623,5844.339355,5627.946777,8323.462891
O60292,SIPA1L3,Filtered,693.630127,Filtered,Filtered,412.0367432,599.0987549,2959.434326,2273.848145,3257.299072,3703.081787,2529.580811,2314.593018
O60293,ZFC3H1,Filtered,369.8974609,Filtered,Filtered,855.0325317,534.6951294,2213.938477,2144.700195,2773.2771,2884.230713,2631.176514,2345.022949
O60306,AQR,7777.9375,9936.118164,4127.818359,10231.21387,4439.346191,4511.314941,79515.71875,109441.7031,111635.1641,109441.8438,101694.0391,121661.4063
O60318,MCM3AP,910.1685181,3655.366211,2935.30542,746.4431763,956.4894409,1665.538452,2599.985352,3519.670654,3579.261719,3338.487793,2918.145264,4170.406738
O60333,KIF1B,476.7409058,887.1316528,755.7753906,476.6148987,1896.234497,892.8257446,9839.763672,14382.09082,11867.04688,11760.99512,11189.28516,11674.79883
O60341,KDM1A,1393.069336,2155.539307,3110.884033,2793.744629,3485.230713,5082.040039,4687.231934,6520.950195,4223.438965,6601.37793,4445.370605,6040.573242
O60427,FADS1,NaN,601.2062988,158.052597,164.9915009,598.6337891,936.4216919,1458.855469,1846.835815,1370.812134,2161.095703,1804.858887,2188.528564
O60437,PPL,4462.708008,3803.658447,4421.395508,4465.735352,7192.49707,6053.26416,55088.34375,63351.72266,60772.80469,63345.92578,59907.09375,66810.53906
O60476,MAN1A2,14298.68457,13500.62305,14106.81152,3902.632324,10285.36035,4846.556641,8902.345703,13645.59473,13571.24219,10993.74316,11505.9248,12937.59766
O60488,ACSL4,2522.189453,509.8219604,1786.444092,876.1389771,5984.041016,1551.578857,3571.270508,5581.84375,5851.700684,5352.407227,6351.944824,6233.193848
O60506,SYNCRIP,4669.441406,5392.370117,6135.82959,6528.813965,11593.56543,10155.19141,300413.9063,337151.0938,343420.4063,318355.5625,334877,371576.875
O60507,TPST1,NaN,Filtered,Filtered,Filtered,NaN,231.7805023,2952.730225,3423.6521,3178.119141,2776.77832,3863.715576,3508.741699
O60508,CDC40,Filtered,NaN,Filtered,Filtered,Filtered,Filtered,3927.684326,3975.042969,3398.274902,4099.932129,2644.140869,3891.150635
O60524,NEMF,2039.416504,Filtered,8656.979492,Filtered,5193.316406,3590.193604,18834.50781,18432.58789,19181.56055,19894.84766,17747.82227,21737.11914
O60563,CCNT1,392.9712524,5943.286621,899.710022,418.1503906,1536.622925,870.7034912,11144.16113,12725.59375,13428.87891,13133.73145,12638.4375,14673.55273
O60568,PLOD3,1995.21228,2582.608887,3022.116699,1836.427979,4618.870117,2516.229492,30405.03516,52407.00391,49430.67969,47622.29688,44119.25781,50275.17578
O60573,EIF4E2,3938.797607,2901.713135,3317.318359,4728.657715,7292.556641,8058.795898,16766.74023,22369.39844,22625.99023,23513.81641,20792.99219,26928.64063
O60583,CCNT2,1248.234375,944.2894287,Filtered,Filtered,NaN,Filtered,4363.169922,5360.570801,5253.053223,6640.987793,4650.22168,6225.100586
O60645,EXOC3,3215.916748,925.1364746,3415.246826,1132.176758,6427.713867,1039.671753,10420.06348,9458.5,12262.23828,11130.36133,11892.45313,12474.8623
O60669,SLC16A7,Filtered,Filtered,Filtered,Filtered,613.8927612,Filtered,2446.144531,877.0552368,356.668457,2266.434814,1828.06543,1856.795288
O60704,TPST2,Filtered,Filtered,Filtered,Filtered,Filtered,1586.375488,2645.936035,4321.011719,3641.703125,5371.549805,3382.297852,4066.705566
O60716,CTNND1,954.1796875,1306.808716,1196.778687,1250.486816,3430.900635,2152.778076,14964.05566,17120.25,16870.22266,17102.97266,17484.68945,18889.40234
O60725,ICMT,1558.329224,3402.050049,1539.234497,1694.681152,558.8085938,6800.883789,25042.16797,21300.10352,30930.18164,27510.70313,20677.02344,27285.2832
O60739;P41567,EIF1B;EIF1,Filtered,Filtered,Filtered,Filtered,4692.913574,Filtered,1355.17334,3076.30957,2655.945313,2014.156006,1176.53772,3009.489746
O60762,DPM1,5278.279785,2914.711182,5730.126953,5188.874023,16175.80371,7807.413086,26995.20508,29715.55664,32545.48633,29628.40039,32357.86328,36864.87109
O60783,MRPS14,NaN,NaN,Filtered,NaN,1264.050537,Filtered,4601.053223,3937.811035,7701.105469,7335.663574,9092.067383,8574.666992
O60814;P57053;P58876;P62807;Q5QNW6;Q93079;Q99877;Q99879,H2BC12;H2BS1;H2BC5;H2BC4;H2BC18;H2BC9;H2BC15;H2BC14,12217.75781,11316.48535,9089.732422,10291.11719,20547.62891,13673.40918,73877.40625,120883.9297,113161.4063,127007.2734,129328.5313,138687.875
O60825,PFKFB2,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,10373.79883,10249.31055,15722.26172,11241.92285,10588.99512,11043.60156
O60828,PQBP1,4427.841309,2766.321045,4890.15332,5964.546387,13019.54395,9104.991211,67258.3125,79662.86719,84292.39063,93521.46094,89273.125,88015.20313
O60832,DKC1,2305.573975,1231.605225,1110.805786,1037.887207,1445.668945,1087.220337,11633.93262,17939.99805,13426.43848,18443.5293,12763.32227,15755.55859
O60841,EIF5B,3813.151611,3859.413086,4152.566406,4887.094727,13144.59375,8258.342773,110449.875,124948.9766,125918.625,126357.9688,124139.0313,136131.3438
O60869,EDF1,2291.241211,1382.795044,3164.909424,2177.482666,7958.436523,6002.291016,33063.55859,43409.92578,44611.44141,41213.41797,40494.05078,44445.64063
O60870,KIN,1011.044922,1116.786743,938.9309082,1134.727417,2363.828613,1318.186279,17748.96289,14199.9541,22166.9707,18224.96484,22350.66602,22204.30664
O60884,DNAJA2,846.1725464,330.1626587,NaN,400.7160645,1360.42041,561.4710693,5014.979004,5969.246094,6742.488281,6650.507813,6815.07666,6982.560547
O60907,TBL1X,5393.740234,4301.642578,5051.765137,4305.204102,8296.991211,10718.57324,4705.180176,4404.695313,5802.165039,5993.241699,5385.865234,7002.138672
O60930,RNASEH1,Filtered,Filtered,Filtered,NaN,Filtered,Filtered,247.2427521,731.1489868,787.6220093,505.9410706,964.6132813,516.3275757
O60934,NBN,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,NaN,240.7563171,1054.547607,665.9830322,Filtered
O60942,RNGTT,Filtered,Filtered,Filtered,Filtered,Filtered,NaN,Filtered,415.4732361,223.5844727,430.3377686,310.412262,204.2827301
O75027,ABCB7,707.8649292,NaN,672.4150391,690.664978,1924.956543,2060.629395,1440.670532,3860.89209,2899.032471,3140.906982,3037.137695,3621.017334
O75044;P0DJJ0;P0DMP2,SRGAP2;SRGAP2C;SRGAP2B,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,361.6261902,1181.766602,838.2307739,985.7073364,916.0491943,469.2257996
O75063,FAM20B,Filtered,376.7093506,Filtered,Filtered,369.8985901,488.4707031,2403.340576,3869.584717,4195.450684,2441.941162,2760.984619,3893.9729
O75083,WDR1,58.71173477,NaN,773.0441895,107.6446533,4780.28125,NaN,2596.267578,1590.731201,3401.939697,1741.258423,1836.541138,2740.820313
O75110,ATP9A,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1138.177368,2461.015381,1744.626709,1942.035645,1642.88562,2519.270752
O75122,CLASP2,693.3134766,713.1842041,868.7722778,1029.181885,1564.229248,763.0471191,15142.25977,16079.38672,17620.68555,16930.03711,15918.32617,18832.90039
O75127,PTCD1,618.7349243,1206.730835,843.7056274,417.1154175,1402.156494,1474.122925,23870.12695,29233.22852,32294.5918,27763.32227,29658.9707,32516.44531
O75128,COBL,995.4053345,1132.02124,746.5783081,1189.354614,1335.704712,1575.606445,4074.145996,3983.716064,3425.333984,4884.747559,5216.314941,5473.552734
O75131,CPNE3,1883.835815,584.1552124,553.5359497,Filtered,7493.441406,Filtered,3322.232422,3118.857178,2927.862061,3889.974121,3130.977539,1487.45459
O75147,OBSL1,Filtered,Filtered,NaN,NaN,Filtered,Filtered,1141.21106,1353.737183,1782.920776,1603.302856,266.693573,2261.134766
O75150,RNF40,808.81604,272.3274536,853.0386353,327.5335388,1406.999268,543.8041382,3820.855469,4162.149902,4668.437012,4140.014648,4708.46582,4739.238281
O75151,PHF2,Filtered,Filtered,Filtered,NaN,Filtered,Filtered,2100.285156,3411.987305,2820.51123,2268.119141,2689.230713,3418.842041
O75152,ZC3H11A,1398.990234,963.0886841,1431.278931,271.3358459,2204.057373,5601.369629,15387.67383,15266.36133,17323.72852,18444.32227,17277.08789,19188.15234
O75165,DNAJC13,1419.582397,1182.694824,1219.553101,858.3719482,2269.96875,1515.5979,15204.94531,18907.10156,19285.8457,17462.66406,18567.42188,19836.57227
O75175,CNOT3,536.8674927,238.7763672,349.907196,268.0403137,1612.195557,773.4369507,7459.042969,8165.370117,8739.046875,8815.411133,8715.498047,9195.006836
O75179,ANKRD17,9932.592773,11200.81152,11321.07813,11717.96777,16966.70117,18844.09961,22672.46094,27590.7793,27586.9082,29279.7793,24632.88867,32046.30273
O75190,DNAJB6,2331.741699,1579.448608,1789.703247,2030.259399,4770.194824,3111.253906,5473.816406,7140.98291,5394.421875,7064.445801,7282.373535,6490.808594
O75223,GGCT,NaN,NaN,499.7141418,NaN,576.1588135,Filtered,2446.651367,2228.033203,790.8133545,1218.792236,1443.752197,1150.77124
O75251,NDUFS7,NaN,Filtered,383.8756714,Filtered,1411.719604,1262.664185,4733.964355,6580.027344,5970.404297,4768.405762,5462.252441,7084.984863
O75306,NDUFS2,Filtered,706.0591431,524.7476807,Filtered,1676.203857,408.9375,2595.640869,3205.435059,3054.725098,3290.609131,3980.434326,3768.895752
O75319,DUSP11,NaN,1348.426025,349.0795898,Filtered,263.8180847,Filtered,4508.700195,4693.742676,4154.874023,5876.897461,4276.658691,4885.845703
O75323,NIPSNAP2,1891.984131,2465.311035,1818.297729,1591.569702,4412.140137,4907.810547,4674.936523,2475.59668,3244.965576,6464.540039,6158.553711,6413.031738
O75330,HMMR,1485.355835,1388.68689,1035.737549,1033.08606,1484.02478,1567.879883,9315.433594,10607.00879,10711.59766,9849.123047,9559.076172,10629.50488
O75340,PDCD6,584.5240479,1144.044189,2092.688232,641.5040894,16859.40234,1353.799927,7280.553711,9153.105469,9249.12207,9205.048828,7604.119629,8661.626953
O75351;Q6PIW4;Q9UN37,VPS4B;FIGNL1;VPS4A,Filtered,617.4221802,1084.753052,Filtered,2225.885254,2092.216797,2339.950928,3220.324463,3470.929199,3058.648438,3265.544189,4270.455566
O75352,MPDU1,1605.60376,2783.781982,2412.051025,2050.148438,5072.530273,3422.179199,5576.42627,6409.270996,9274.036133,7121.916504,8508.998047,9579.046875
O75362,ZNF217,Filtered,Filtered,277.7589722,Filtered,619.9032593,300.9760742,2278.876709,2196.27832,2500.327148,2809.025879,2896.666992,3186.428223
O75369,FLNB,1622.359131,1288.579102,2365.157227,953.5961914,15246.90137,1904.768311,5299.445313,6192.23291,6268.327148,5944.928711,7510.505859,5918.505859
O75376,NCOR1,5605.234863,6168.268066,6915.753418,7169.550293,10444.54883,12618.40527,7611.921387,8388.375,8953.133789,9072.75,9434.473633,9299.819336
O75381,PEX14,2786.807129,2541.317383,3416.152832,2455.030518,5194.306641,3719.911621,5894.391602,6161.172363,7459.713867,7450.711914,6874.850586,8352.239258
O75382,TRIM3,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,7522.947754,8407.857422,9079.041992,9451.039063,7245.208496,8521.030273
O75386,TULP3,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1625.237427,1723.909668,1401.961426,1380.06189,1859.851807,1247.010986
O75390,CS,531.8369141,497.4721375,2146.809082,634.2947388,11501.93164,613.0887451,6172.693359,6719.494141,7655.532227,6972.188965,6455.88916,8548.238281
O75394,MRPL33,893.2390137,1554.20105,1287.141113,1147.318237,3129.744873,2742.360352,4467.562012,3615.569336,3849.677002,3547.27832,3325.699463,4837.178223
O75396,SEC22B,5331.803223,4618.553223,6645.680664,3065.164063,15099.23828,7288.550781,30421.41406,33316.3125,38391.9375,32828.69531,40002.51953,39250.25
O75400,PRPF40A,700.5535278,984.8690796,1258.243896,1158.903076,1652.257935,1994.996216,13633.50195,14607.04395,17632.42578,15690.5918,16995.49023,16816.60742
O75427,LRCH4,815.7487793,NaN,NaN,Filtered,2147.344482,Filtered,6304.71875,8390.577148,9061.226563,7657.525879,9760.546875,7152.709473
O75438,NDUFB1,Filtered,Filtered,Filtered,Filtered,1297.197266,Filtered,1754.643799,2801.791016,2756.51709,955.6538696,1672.235962,2738.176758
O75439,PMPCB,Filtered,Filtered,Filtered,Filtered,1178.152954,Filtered,Filtered,556.8723755,923.9407959,328.8495789,Filtered,339.197876
O75446,SAP30,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1045.565552,608.1640625,1348.277832,1015.444824,1362.673462,1318.335205
O75448,MED24,Filtered,Filtered,Filtered,Filtered,NaN,Filtered,2176.411621,3229.394531,3104.112061,2970.367676,3148.774414,3316.397217
O75449,KATNA1,NaN,NaN,NaN,Filtered,Filtered,NaN,1749.077026,1832.796143,1928.376099,1608.767944,2100.219482,1989.786255
O75475,PSIP1,2889.044678,3423.245361,4408.469238,4345.402832,4764.539063,2571.811768,28607.36914,32468.02148,33636.85547,32774.48828,34317.98828,38073.76953
O75477,ERLIN1,1645.692139,1001.153198,1502.959106,1451.060791,2924.693848,1974.834106,12278.86133,14860.0127,16087.4541,16239.375,15653.7041,16232.52148
O75489,NDUFS3,500.6124878,787.7080688,805.7319336,665.0789185,3199.577637,1315.049927,7521.423828,7954.546875,7171.802246,7776.461426,8714.810547,8038.90332
O75494,SRSF10,944.9135742,1129.909302,1813.31897,1177.05542,4104.339844,2125.062988,24390.30859,30707.60352,31815.83789,25377.45508,30768.69336,32881.76563
O75496,GMNN,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,4058.298828,4226.014648,6265.241699,4462.453613,3611.540771,3606.904297
O75506,HSBP1,1864.607056,1642.019043,1896.41626,969.0018311,2323.014648,2063.10791,2304.388916,3258.391113,3474.27832,2980.737061,4484.71875,4483.461914
O75521,ECI2,403.5478516,748.2149658,1334.463013,357.5435791,2297.639893,1934.019287,20964.82422,23909.60742,23970.3125,22938.63867,24682.3418,25084.52539
O75528,TADA3,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,8524.834961,9269.06543,10266.9375,10604.08691,8231.831055,9924.332031
O75530,EED,Filtered,Filtered,Filtered,Filtered,464.8087158,Filtered,3501.883301,4298.354004,4219.221191,3012.383789,3613.062988,3507.062256
O75531,BANF1,1935.661621,4009.256836,3773.816895,2716.372559,6069.750977,2536.253418,5188.517578,6977.854004,7059.959473,5884.412109,7331.056641,8225.091797
O75533,SF3B1,4685.796387,3868.952881,4865.137207,6602.697754,13545.76758,9247.888672,85041.39844,103157.0859,108399.6328,103363.3828,106036.4453,115146.0625
O75534,CSDE1,985.2959595,1432.802246,1167.874146,511.2323914,2303.928955,1854.072998,120368.1094,138159.0469,147068.0625,139832.2031,149039.4688,159542.5781
O75569,PRKRA,1666.299927,1353.581299,1145.994629,980.479187,2109.053955,1685.337158,12518.14355,12210.69531,15274.43066,14223.77637,14767.37891,15485.56738
O75575,CRCP,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,3301.291504,4205.649902,4060.783691,3664.966553,3847.746826,4404.006348
O75586,MED6,Filtered,Filtered,Filtered,NaN,1089.262085,251.7294617,4741.222168,4464.513672,4089.038818,5036.149902,5596.677734,6776.618164
